Publication_Hardcover,Publication_Paperback,Publication_other,Title,Author,Edition,Reviews,Ratings,Synopsis,Genre,BookCategory,Price,Age_of_book
0,1,0,1,1,428,4.3,7,1,335,878,200.0,10
0,1,0,3,3,4,3.1,6,2,10,733,158.0,6
1,0,0,1,1,51,4.7,15,1,66,744,237.0,5
0,1,0,1,4,43,4.7,42,1,28,732,200.0,4
0,1,0,1,1,428,5.0,1,1,83,670,311.0,9
0,1,0,1,1,43,5.0,2,1,517,878,578.0,3
0,1,0,1,1,431,4.8,6,1,463,732,299.0,3
0,1,0,1,2,59,4.2,30,1,16,648,427.0,6
0,1,0,1,87,493,4.1,26,1,40,878,703.0,14
0,1,0,2,36,431,4.4,8,2,76,670,486.0,27
0,1,0,1,7,385,3.8,8,1,76,744,82.0,10
1,0,0,1,11,58,4.8,104,1,1183,1036,466.68,22
0,1,0,1,39,428,4.6,3,1,335,878,95.0,5
0,1,0,1,2,385,3.3,15,1,12,733,170.0,23
0,1,0,2,4,431,4.4,56,2,1183,1036,371.0,40
0,1,0,1,32,493,4.3,118,1,1183,1036,350.0,11
1,0,0,1,1,58,5.0,1,1,47,638,398.0,10
0,1,0,3,19,559,3.6,11,3,1183,878,275.0,27
0,1,0,1,1,54,5.0,2,1,517,702,892.0,3
0,1,0,3,3,49,4.9,12,3,1183,1036,599.0,4
0,1,0,1,1,478,4.0,1,1,49,878,703.0,3
1,0,0,1,1,49,3.8,16,1,335,878,523.0,4
1,0,0,2,2,93,5.0,1,2,92,670,320.0,5
0,1,0,1,1,334,4.5,2,1,83,732,1020.0,7
1,0,0,1,1,1,4.6,10,1,244,744,321.0,15
0,1,0,1,2,486,3.3,14,1,335,878,782.0,14
0,1,0,1,10,431,4.3,7,1,19,732,39.0,7
1,0,0,1,1,85,5.0,2,1,92,670,360.0,8
1,0,0,1,10,93,5.0,1,1,49,878,692.23,5
1,0,0,1,1,59,4.4,3,1,1,648,711.0,8
1,0,0,2,2,77,5.0,1,2,5,670,1879.0,20
0,1,0,1,2,431,4.3,18,1,27,732,188.0,5
0,1,0,1,1,442,3.5,2,1,40,733,119.0,3
0,1,0,1,1,366,4.1,10,1,463,614,118.0,5
0,1,0,2,2,446,4.0,3,2,119,670,1199.0,8
0,1,0,1,1,428,4.0,2,1,11,733,120.0,12
0,0,1,1,2,19,4.4,13,1,4,733,304.0,61
0,1,0,2,4,435,4.0,2,2,46,670,349.9,46
0,1,0,2,2,380,4.1,1563,2,119,670,181.0,7
0,1,0,1,34,559,3.7,95,1,335,878,202.0,5
0,1,0,1,61,57,5.0,1,1,80,733,356.0,4
0,1,0,2,2,431,4.3,18,2,1183,702,239.0,22
0,1,0,2,2,559,3.9,120,2,1183,1036,319.0,28
1,0,0,3,3,85,4.6,20,3,120,732,621.0,5
0,1,0,1,1,385,4.0,16,1,43,648,1020.0,9
0,1,0,1,1,442,4.9,11,1,1183,1036,111.0,5
0,1,0,1,6,428,4.2,69,1,50,670,337.0,5
0,1,0,1,2,493,3.4,3,1,23,670,263.0,11
0,1,0,1,1,431,5.0,3,1,8,402,199.0,17
0,1,0,1,15,57,4.0,1,1,1183,1036,479.0,7
0,1,0,2,2,446,4.7,122,2,119,744,4175.0,10
0,1,0,1,1,428,4.8,17,1,47,648,474.5,5
0,1,0,1,33,431,4.4,11,1,325,670,248.0,11
0,1,0,2,3,366,3.2,74,2,84,732,166.0,4
0,1,0,1,17,435,4.4,37,1,244,744,210.0,6
0,1,0,1,5,380,5.0,1,1,15,614,338.0,9
1,0,0,1,4,59,4.2,26,1,18,702,719.0,5
1,0,0,1,1,117,4.3,42,1,16,732,359.0,6
0,1,0,1,11,431,4.5,2,1,15,614,445.0,9
0,1,0,1,7,442,4.6,19,1,7,614,245.0,10
0,1,0,1,1,442,4.5,61,1,517,702,378.0,4
1,0,0,2,13,85,4.9,13,2,244,670,533.0,5
0,1,0,2,2,334,3.2,2,2,15,638,199.0,12
0,1,0,1,2,559,5.0,1,1,83,614,385.0,6
0,1,0,1,7,486,4.4,3,1,1183,1036,130.0,10
0,1,0,1,17,334,4.5,36,1,244,744,236.0,6
0,1,0,1,1,59,4.7,5,1,1183,1036,224.0,3
0,1,0,1,8,54,4.1,15,1,335,878,237.0,4
0,0,1,1,40,13,1.5,2,1,517,702,267.54,26
0,1,0,1,1,366,5.0,1,1,1183,1036,50.0,11
0,1,0,1,1,385,4.5,22,1,12,648,445.0,13
0,1,0,2,9,486,4.2,41,2,325,878,311.0,7
0,1,0,2,2,559,4.4,54,2,14,670,611.0,6
0,1,0,1,1,446,5.0,1,1,1183,1036,583.1,6
0,1,0,1,61,486,3.6,2,1,47,648,1261.0,8
0,1,0,1,1,478,5.0,1,1,83,614,1699.0,6
0,1,0,1,1,366,4.6,2,1,325,878,479.0,6
0,1,0,2,6,446,4.8,136,2,119,670,443.0,8
0,1,0,1,1,431,4.7,4,1,2,614,454.0,16
0,1,0,1,4,431,3.0,3,1,92,670,1251.0,33
1,0,0,1,2,1,4.4,121,1,94,1036,1849.0,9
0,1,0,1,1,559,3.9,3,1,98,733,242.0,21
0,1,0,2,6,446,4.4,79,2,82,638,559.0,17
0,1,0,2,2,486,4.4,10,2,145,732,497.56,14
0,1,0,1,1,486,3.6,15,1,335,878,278.0,3
0,1,0,1,1,478,2.5,2,1,517,702,113.0,5
0,1,0,1,4,366,3.6,5,1,517,702,159.0,9
1,0,0,2,61,91,4.5,25,2,47,648,936.0,7
0,1,0,1,1,60,4.0,1,1,11,402,45.0,4
1,0,0,2,4,77,4.1,163,2,18,732,466.0,4
0,1,0,2,19,3,3.9,10,2,1183,1036,242.0,16
0,1,0,3,4,366,5.0,3,3,1183,1036,149.0,21
0,1,0,3,8,486,4.2,24,2,1183,1036,335.0,5
0,1,0,1,1,428,5.0,1,1,463,614,233.0,26
0,1,0,1,1,559,4.6,3,1,88,648,269.0,8
1,0,0,1,1,12,5.0,1,1,88,648,4500.0,4
0,1,0,1,1,478,3.8,11,1,9,648,345.0,14
0,1,0,1,1,493,4.0,1,1,92,638,425.0,16
0,1,0,1,1,493,5.0,2,1,50,670,463.0,19
0,1,0,2,2,486,3.7,57,2,94,670,155.0,5
1,0,0,1,1,42,3.5,8,1,25,402,539.0,5
0,1,0,1,1,493,4.6,7,1,234,744,1038.0,14
0,1,0,1,1,54,3.8,4,1,41,648,1169.0,4
1,0,0,1,3,77,3.9,11,1,50,670,1000.0,5
0,1,0,1,1,478,4.0,8,1,24,614,349.0,11
1,0,0,1,1,49,4.0,1,1,25,670,224.0,6
0,0,1,1,3,15,4.0,16,1,517,702,199.0,6
0,1,0,1,1,486,4.3,33,1,463,732,255.0,11
0,1,0,3,36,446,4.0,1,7,76,638,470.0,31
0,1,0,1,25,559,5.0,7,1,517,702,282.0,13
0,1,0,1,48,442,3.7,18,1,234,744,414.0,17
0,1,0,1,3,366,5.0,1,1,119,670,990.0,6
0,1,0,1,1,385,5.0,1,1,16,638,746.0,14
1,0,0,1,1,117,5.0,2,1,21,670,748.0,9
0,1,0,1,39,493,4.0,4,1,325,878,110.0,9
0,1,0,2,2,559,3.6,5,2,29,733,213.0,6
0,1,0,2,2,41,5.0,2,2,1183,878,262.0,4
0,1,0,2,2,446,4.2,5,1,8,878,99.0,20
1,0,0,2,2,58,4.7,68,2,1183,1036,387.0,4
0,1,0,1,1,559,5.0,1,1,76,744,737.0,5
0,1,0,1,1,486,4.4,5,1,244,744,308.0,10
0,1,0,1,33,486,4.3,8,1,23,670,237.0,14
0,1,0,1,1,42,4.2,4,1,64,648,1679.0,5
0,1,0,1,1,493,4.6,14,1,98,733,523.0,5
0,0,1,1,5,15,4.5,9,1,82,733,188.0,18
0,1,0,1,1,486,3.6,10,1,325,878,318.0,4
0,1,0,1,8,54,4.5,2,1,1183,1036,728.0,4
0,1,0,1,1,380,4.1,44,1,5,733,1128.8,8
0,1,0,1,1,559,5.0,2,1,12,670,905.0,15
0,1,0,1,1,3,3.5,7,1,25,402,646.52,12
0,1,0,2,2,435,4.5,2,2,84,878,311.0,3
0,1,0,3,15,446,4.1,1259,3,1183,878,201.0,4
0,1,0,1,61,431,4.7,3,1,244,744,276.0,7
0,1,0,2,3,559,4.4,57,2,244,670,448.0,6
1,0,0,2,2,58,4.8,10,2,25,732,348.0,4
1,0,0,1,1,67,4.0,3,1,52,648,608.0,11
0,1,0,2,2,366,4.5,28,2,463,732,559.0,13
0,1,0,4,13,1,4.8,15,1,234,744,515.0,19
0,1,0,1,1,428,4.0,1,1,517,702,110.0,6
0,1,0,1,17,559,4.8,21,1,244,744,624.0,7
1,0,0,1,14,117,4.6,76,1,9,638,1030.0,6
0,1,0,1,2,559,4.6,221,1,1,732,339.0,5
0,1,0,1,1,60,4.4,8,1,84,732,373.24,3
0,1,0,1,1,442,4.5,15,1,88,648,655.0,13
0,1,0,1,33,380,5.0,5,1,23,670,274.0,14
1,0,0,1,1,79,4.6,6,1,244,702,912.0,5
0,1,0,1,1,366,3.4,20,1,64,648,270.0,16
0,1,0,2,5,486,3.0,1,2,1183,878,379.0,14
1,0,0,1,1,58,5.0,3,1,84,732,394.0,3
0,1,0,3,20,385,3.8,16,3,92,638,152.0,5
0,1,0,2,2,366,4.0,49,2,463,732,120.0,9
0,1,0,9,19,493,5.0,2,1,234,744,747.0,9
0,1,0,1,2,49,4.0,5,1,92,1036,479.0,4
0,1,0,1,1,442,4.5,10,1,11,614,428.0,9
0,1,0,1,1,366,5.0,1,1,17,402,479.0,3
0,0,1,1,1,2,3.0,1,1,10,878,374.0,4
1,0,0,1,1,67,5.0,5,1,28,732,824.0,19
0,1,0,1,1,435,4.5,2,1,325,614,724.0,19
0,1,0,1,8,446,5.0,1,1,145,638,490.0,28
0,1,0,1,2,493,3.2,9,1,335,878,474.0,4
0,1,0,1,1,559,3.7,20,1,61,732,203.0,22
0,1,0,1,1,366,4.0,1,1,80,614,1389.0,13
1,0,0,2,2,85,4.3,12,2,18,402,456.0,4
0,1,0,1,1,385,3.5,7,1,88,648,518.0,8
0,1,0,1,33,559,5.0,2,1,23,670,524.0,14
0,1,0,1,12,446,4.3,27,1,517,702,207.0,6
0,0,1,2,21,15,4.7,4,2,1183,1036,359.0,38
0,1,0,1,10,493,4.2,3,2,19,732,48.0,9
0,1,0,1,1,435,4.0,2,1,47,648,297.0,6
0,1,0,1,1,446,4.1,9,1,83,614,299.0,4
0,0,1,1,1,13,4.8,7,1,517,702,529.0,5
0,1,0,2,3,493,5.0,1,2,234,670,664.0,9
0,1,0,1,3,435,3.9,200,1,335,878,158.0,6
0,1,0,4,4,478,3.9,2,4,40,733,100.0,35
0,1,0,1,5,493,4.4,42,1,19,702,437.0,9
0,1,0,1,4,428,2.5,97,1,17,402,263.0,6
0,1,0,1,1,334,4.5,2,1,3,732,454.0,14
0,1,0,1,7,428,4.4,8,1,325,878,256.0,14
0,1,0,1,8,478,4.5,2,1,98,733,989.0,6
0,1,0,1,1,493,3.8,15,1,19,670,449.0,18
1,0,0,2,2,117,4.0,2,2,1183,1036,227.0,4
0,1,0,1,1,60,4.0,1,1,325,878,248.0,4
0,1,0,1,6,478,3.1,2,1,80,733,170.0,4
0,1,0,2,2,385,4.8,13,2,17,732,70.0,47
0,1,0,1,7,435,4.6,35,1,463,732,440.0,21
0,1,0,1,2,486,4.1,9,1,80,733,183.0,9
0,1,0,1,1,41,4.0,5,1,80,733,1499.0,5
0,1,0,1,1,559,3.0,3,1,21,648,375.0,8
0,1,0,1,9,435,3.9,215,1,517,702,131.0,10
0,1,0,1,34,366,3.8,9,1,325,878,215.0,23
0,1,0,2,12,380,4.2,26,2,1183,1036,295.0,28
0,1,0,1,1,428,5.0,4,1,7,702,166.0,4
0,1,0,1,87,559,4.3,21,1,335,878,238.0,5
0,1,0,1,1,442,4.5,2,1,35,614,247.0,3
0,1,0,1,1,486,4.3,37,1,2,733,102.0,21
1,0,0,1,1,93,4.1,15,1,463,670,380.0,6
0,1,0,1,4,486,4.7,7,1,4,648,366.0,4
0,1,0,1,87,559,4.1,10,1,335,878,179.0,5
0,1,0,2,2,366,4.2,17,2,25,648,470.0,5
0,1,0,2,13,50,5.0,3,2,463,732,311.0,4
0,1,0,1,87,559,4.4,21,1,335,878,179.0,5
0,1,0,2,12,559,4.2,15,2,1183,1036,349.0,6
0,1,0,1,1,366,3.9,12,1,325,878,336.0,3
0,1,0,1,1,478,3.9,53,1,98,733,90.0,10
0,1,0,1,39,493,4.0,1,1,49,878,130.0,12
0,1,0,1,1,442,4.0,6,1,335,878,373.0,11
0,0,1,1,17,18,4.3,46,1,33,670,563.0,16
0,1,0,2,5,442,3.8,5,1,234,744,649.0,8
0,1,0,1,13,559,4.0,3,1,325,878,399.0,10
0,1,0,2,2,446,5.0,2,2,8,744,1000.0,13
0,1,0,3,25,493,4.2,34,3,1183,878,213.0,12
0,1,0,1,1,50,4.3,30,1,335,878,199.0,5
0,1,0,1,9,486,4.2,18,1,335,878,450.0,13
0,1,0,1,1,385,4.3,38,1,463,732,154.0,10
0,1,0,2,4,442,3.9,12,2,27,732,205.0,3
0,1,0,1,1,380,4.5,2,1,82,402,282.0,4
0,1,0,1,1,446,3.0,1,1,1183,1036,599.0,7
0,1,0,2,11,486,4.4,70,2,24,732,186.0,6
1,0,0,3,3,67,5.0,2,3,92,744,2533.0,4
0,1,0,1,1,428,4.8,8,1,66,744,479.0,8
0,1,0,1,1,435,5.0,1,1,517,702,131.35,5
0,1,0,1,1,486,4.7,4,1,517,702,388.0,7
0,1,0,3,15,435,4.5,49,3,1183,878,365.0,11
0,1,0,2,10,493,3.8,6,2,1183,1036,268.0,11
0,1,0,1,1,385,4.7,9,1,80,733,285.0,3
0,1,0,1,16,493,4.7,10,1,23,744,1403.0,10
0,1,0,1,1,59,4.7,5,1,6,878,374.0,4
0,1,0,1,1,41,4.0,20,1,9,648,949.0,5
0,1,0,8,11,385,3.8,3,8,76,744,76.0,16
0,1,0,3,5,435,4.4,62,2,80,648,260.0,8
0,1,0,3,3,431,4.0,1,3,1183,1036,719.0,9
1,0,0,1,1,28,5.0,1,1,2,638,1850.0,11
0,1,0,1,1,431,4.6,3,1,40,733,373.0,12
0,1,0,1,34,559,3.9,120,1,335,878,247.0,6
0,1,0,1,1,442,5.0,2,1,82,733,499.0,8
0,1,0,1,1,493,4.3,4,1,1183,1036,658.0,13
0,1,0,2,13,446,4.3,6,2,234,744,776.0,7
1,0,0,1,61,117,4.7,4,1,335,878,1430.0,12
1,0,0,2,2,13,4.4,80,2,145,732,338.0,4
0,1,0,3,12,431,5.0,2,3,234,670,702.0,12
0,1,0,1,1,41,5.0,1,1,7,638,920.0,21
0,1,0,1,6,385,3.7,7,1,10,732,25.0,6
0,1,0,2,3,428,4.3,49,2,94,702,153.0,5
1,0,0,3,13,59,4.8,16,3,244,878,390.0,5
0,1,0,1,1,334,4.2,51,1,463,732,361.0,11
0,1,0,2,2,446,4.5,2,2,325,878,375.0,20
0,1,0,1,2,366,4.6,32,1,82,402,857.0,7
0,1,0,1,2,446,3.9,3,1,88,648,1119.0,4
0,1,0,1,19,478,4.4,13,1,335,878,280.0,12
0,1,0,1,5,380,5.0,1,1,234,744,616.0,7
0,1,0,1,1,385,5.0,1,1,47,648,800.0,6
0,1,0,1,7,478,4.8,9,1,145,638,418.0,36
0,1,0,1,1,478,5.0,1,1,88,648,199.0,4
0,0,1,1,3,21,3.9,46,1,10,733,299.0,17
0,1,0,3,4,559,4.7,6,3,1183,1036,499.0,12
0,1,0,1,19,334,4.5,29,1,1183,878,387.0,4
0,1,0,1,1,385,4.0,15,1,40,733,503.0,4
0,1,0,1,1,442,4.8,14,1,80,614,322.0,10
0,1,0,1,1,385,4.7,3,1,9,648,316.0,14
0,1,0,1,3,54,3.5,80,1,1183,1036,295.0,4
0,1,0,2,61,57,3.9,3,2,335,878,559.0,4
0,1,0,1,2,385,4.0,3,1,22,648,576.0,6
0,1,0,1,1,486,4.5,2,1,27,732,285.0,9
0,1,0,2,48,366,4.4,5,2,234,670,324.0,19
0,1,0,1,1,366,4.2,26,1,35,614,254.0,5
0,1,0,1,1,435,3.9,16,1,10,402,299.0,12
0,1,0,1,15,478,4.2,15,1,1183,1036,399.0,6
0,1,0,1,1,559,4.4,5,1,83,614,1130.0,11
1,0,0,2,2,117,4.5,2,2,463,614,299.0,6
0,1,0,1,11,385,4.6,2255,1,463,732,247.0,23
0,1,0,1,2,334,4.0,2,1,34,614,1099.0,15
0,1,0,2,33,435,3.8,57,2,517,878,224.0,4
0,1,0,2,15,435,3.9,6,2,1183,1036,1399.0,12
0,1,0,1,1,559,4.5,17,1,92,638,334.0,6
0,1,0,3,6,334,4.7,15,3,1183,1036,5600.0,21
0,1,0,1,15,559,4.3,28,1,1183,1036,359.0,5
0,1,0,1,1,478,4.8,6,1,6,744,170.0,5
0,1,0,1,1,446,4.3,3,1,119,670,280.0,24
0,1,0,9,19,431,5.0,4,1,234,744,738.0,8
0,1,0,3,3,486,4.7,59,3,1183,702,299.0,4
0,0,1,1,1,3,5.0,1,1,1183,1036,206.0,5
0,1,0,3,32,478,4.5,727,3,1183,1036,2403.0,6
0,1,0,2,2,446,4.6,31,2,463,638,440.0,9
0,1,0,1,2,3,4.0,1,1,49,702,276.0,17
0,1,0,1,1,428,2.0,1,1,244,744,580.0,9
0,1,0,1,1,442,4.6,43,1,325,878,299.0,5
0,1,0,2,2,435,4.0,25,2,1183,1036,352.36,7
0,0,1,1,1,21,4.2,133,1,52,732,319.0,29
0,1,0,1,1,493,1.0,1,1,59,733,185.0,9
0,1,0,2,2,334,3.8,4,1,80,733,400.0,11
0,1,0,1,6,5,3.8,52,1,2,732,180.0,10
0,1,0,1,1,435,4.0,1,1,83,614,505.0,9
0,1,0,1,1,435,4.4,3,1,9,878,250.15,8
0,1,0,2,2,559,3.0,2,2,83,402,423.45,6
0,1,0,1,2,486,4.7,5,1,335,878,399.0,11
0,0,1,1,8,15,4.1,16,1,1183,1036,427.0,12
0,1,0,1,40,435,5.0,1,1,1183,1036,157.0,14
0,1,0,2,2,493,3.9,8,2,1183,1036,418.0,7
0,1,0,1,87,559,4.2,26,1,11,878,179.0,5
0,1,0,1,1,559,4.9,15,1,52,732,380.0,16
0,1,0,2,2,486,4.4,11,2,463,732,479.0,39
0,1,0,1,1,493,3.6,4,1,335,878,337.0,12
0,1,0,2,2,493,4.3,111,2,6,732,377.0,7
0,1,0,1,1,428,5.0,1,1,11,733,500.0,8
0,1,0,1,1,366,4.5,2,1,92,638,621.0,3
0,1,0,1,1,478,3.8,45,1,94,702,156.0,10
0,1,0,1,2,51,4.4,4,1,1,733,5177.66,5
0,1,0,1,1,428,4.0,13,1,9,614,309.0,11
0,1,0,1,2,486,5.0,1,1,517,702,423.0,5
0,1,0,3,12,559,5.0,1,2,234,744,702.0,9
0,1,0,1,1,486,4.4,7,1,22,638,275.0,21
0,1,0,1,6,435,5.0,4,1,1183,1036,1044.0,8
1,0,0,1,1,67,4.1,10,1,21,648,4093.0,5
0,1,0,1,1,559,3.5,2,1,25,402,501.0,5
0,1,0,14,13,442,4.5,2,1,234,744,339.0,4
0,1,0,1,1,486,4.5,5,1,84,732,224.0,3
0,1,0,2,8,435,4.4,26,2,92,670,195.0,20
1,0,0,1,1,1,4.0,1,1,21,614,599.0,11
0,1,0,1,6,428,4.4,30,1,517,702,282.0,10
0,1,0,2,2,431,4.4,90,2,517,702,191.0,3
0,1,0,1,2,428,3.4,8,1,463,732,352.36,5
0,0,1,2,61,6,5.0,1,3,59,733,550.0,6
0,1,0,1,11,51,5.0,2,1,1183,1036,259.0,5
0,1,0,1,1,385,5.0,2,1,47,648,380.0,13
0,1,0,1,39,478,2.9,2,1,325,878,142.0,9
0,0,1,1,1,15,2.6,3,1,44,670,250.0,46
0,1,0,2,2,334,3.4,545,2,463,402,210.0,6
1,0,0,2,2,8,3.4,11,2,1183,732,406.0,4
0,1,0,1,1,385,3.8,37,1,71,733,390.0,17
0,1,0,1,1,428,4.4,16,1,335,878,299.0,3
0,1,0,14,14,442,5.0,2,3,119,670,479.0,10
0,1,0,3,3,446,4.7,4,3,1183,1036,556.0,5
0,1,0,1,5,486,4.5,8,1,517,702,1044.0,4
0,1,0,1,1,334,4.1,32,1,7,732,179.0,7
0,1,0,1,2,478,4.4,12,1,10,648,820.0,6
0,1,0,4,13,380,4.6,14,4,1183,1036,346.68,10
0,1,0,2,48,442,4.1,12,2,234,670,399.0,17
1,0,0,1,3,2,4.1,568,1,48,402,1029.0,97
0,1,0,1,1,385,4.0,7,1,88,648,571.0,7
0,1,0,1,2,366,4.3,80,1,517,702,159.0,6
0,1,0,1,11,486,4.1,54,1,94,702,166.0,7
0,1,0,1,1,366,5.0,1,1,25,638,271.0,4
0,1,0,1,4,478,4.6,2,1,1183,1036,317.0,15
0,1,0,1,1,334,4.4,15,1,3,648,231.0,8
0,1,0,1,2,334,4.4,3,1,88,648,2129.0,7
0,1,0,1,6,334,4.7,7,1,1183,1036,624.0,4
0,1,0,1,7,493,4.1,6,1,7,878,299.0,7
1,0,0,1,1,67,4.0,1,1,47,614,1618.0,8
0,1,0,1,1,334,3.0,1,1,12,402,284.0,7
0,1,0,1,61,493,5.0,1,1,80,733,357.0,10
0,1,0,2,11,69,5.0,3,2,1183,1036,299.52,6
0,1,0,1,1,366,4.3,34,1,7,732,907.0,23
0,1,0,1,3,385,3.3,8,1,24,648,862.0,9
0,0,1,1,3,1,5.0,1,1,98,733,657.0,12
0,1,0,1,61,334,4.9,11,1,83,614,559.0,13
0,1,0,3,36,442,4.2,15,3,76,744,272.0,30
0,1,0,1,1,385,4.3,7,1,98,733,176.0,11
1,0,0,1,1,58,5.0,2,1,28,670,282.0,4
0,0,1,5,14,11,5.0,1,6,145,638,743.0,5
0,1,0,1,9,478,2.0,1,1,517,702,276.0,14
0,1,0,1,2,442,4.7,11,1,244,744,1455.0,16
0,1,0,1,1,446,4.5,27,1,52,732,227.0,6
1,0,0,1,1,77,5.0,2,1,7,648,1399.0,5
0,1,0,1,1,478,3.7,33,1,463,732,199.0,9
0,1,0,3,3,559,4.3,32,3,82,638,818.0,14
0,1,0,1,1,385,4.0,4,1,47,648,259.0,11
0,1,0,1,1,54,4.5,40,1,92,638,275.0,7
0,1,0,1,1,366,5.0,2,1,2,402,572.0,4
0,1,0,2,6,486,4.5,8,2,7,670,373.0,11
0,1,0,1,1,442,5.0,5,1,49,402,398.0,3
0,1,0,3,6,431,5.0,2,2,71,670,399.0,11
0,1,0,1,1,385,3.8,9,1,9,648,480.0,9
0,1,0,2,2,486,4.5,429,1,52,732,262.0,4
0,1,0,2,2,428,4.0,370,2,17,402,228.0,7
0,1,0,2,48,486,5.0,9,2,234,670,324.0,17
1,0,0,1,3,2,3.9,14,1,325,744,799.0,14
0,1,0,1,1,446,5.0,1,1,145,638,461.0,36
0,1,0,1,10,380,4.1,23,4,3,638,36.0,8
0,1,0,1,1,493,4.1,4,1,22,614,395.0,22
0,1,0,1,1,442,5.0,2,1,463,614,374.0,5
0,1,0,1,1,559,3.3,2,1,21,648,1150.0,10
0,1,0,1,26,446,3.7,11,1,325,878,373.0,4
0,1,0,1,2,431,4.1,7,1,1183,1036,324.16,10
0,1,0,14,13,366,5.0,1,1,234,744,373.0,3
0,1,0,3,9,493,4.2,21,3,1183,1036,310.0,6
0,1,0,1,1,493,5.0,1,1,34,614,897.0,22
1,0,0,2,14,49,4.8,30,2,1183,1036,425.0,4
0,1,0,1,1,446,4.5,4,1,94,733,265.0,15
1,0,0,1,1,79,3.8,11,1,82,638,579.0,13
0,1,0,3,3,486,4.4,3,3,1183,878,383.0,17
0,1,0,1,1,60,5.0,32,1,517,702,250.0,3
0,1,0,1,4,435,4.4,3,1,463,614,838.0,8
1,0,0,1,1,59,4.2,296,1,98,733,482.0,7
0,1,0,1,1,435,4.0,2,1,83,614,363.0,18
0,1,0,1,1,2,5.0,1,1,517,702,899.0,9
0,1,0,2,4,435,5.0,1,2,1183,702,250.0,20
1,0,0,1,1,117,3.0,2,1,83,614,767.0,5
0,1,0,1,6,486,4.4,60,1,463,732,118.0,5
0,1,0,1,1,442,4.0,1,1,463,614,469.0,11
0,1,0,1,19,435,5.0,2,1,234,744,747.0,14
0,1,0,2,7,42,3.1,2,2,8,1036,263.0,8
0,1,0,2,5,334,5.0,8,2,1183,1036,419.0,4
0,1,0,1,1,334,4.7,7,1,25,402,1275.0,10
0,1,0,2,2,478,4.3,124,2,28,732,499.0,30
0,1,0,1,1,559,4.2,85,1,39,648,2764.0,11
0,1,0,1,26,428,3.2,4,1,325,878,286.0,11
0,1,0,2,30,446,4.3,10,2,1183,1036,250.0,6
0,1,0,1,1,446,5.0,2,1,83,638,1366.0,12
0,1,0,1,2,435,3.9,4,1,16,402,499.0,8
0,1,0,1,1,478,3.2,14,1,80,733,125.0,14
0,1,0,1,5,431,4.5,2,1,49,878,330.0,5
0,1,0,3,4,446,5.0,11,3,92,1036,399.0,4
1,0,0,2,2,13,5.0,1,1,59,670,995.0,4
0,1,0,1,1,428,5.0,1,1,1,614,349.0,15
0,1,0,1,6,51,5.0,1,1,517,702,350.0,6
1,0,0,1,1,58,3.7,9,1,10,402,399.0,8
0,1,0,1,1,380,5.0,1,1,92,638,1884.62,16
0,1,0,1,1,486,5.0,1,1,335,878,207.0,3
0,1,0,1,1,1,2.0,1,1,335,878,338.0,10
0,1,0,1,7,49,3.4,6,1,59,744,277.0,6
0,1,0,1,1,428,3.8,9,1,10,733,114.0,46
0,1,0,1,1,486,5.0,7,1,244,744,369.0,13
0,1,0,1,1,446,3.6,5,1,39,648,370.0,12
1,0,0,4,3,42,5.0,3,3,1183,670,2733.0,5
0,1,0,1,8,431,3.8,252,1,61,402,110.0,5
0,1,0,1,4,41,4.3,99,1,1183,1036,259.0,5
0,1,0,1,4,493,3.8,10,1,49,702,156.0,27
0,1,0,1,1,431,5.0,1,1,28,670,330.0,28
0,1,0,1,1,446,5.0,2,1,10,614,735.0,6
0,1,0,1,2,59,4.0,1,1,335,878,260.0,4
1,0,0,4,32,4,5.0,4,4,1183,1036,990.0,6
0,1,0,1,1,493,3.1,5,1,64,648,210.0,11
0,1,0,4,4,5,4.2,4,1,13,733,1575.0,21
0,1,0,1,1,559,3.2,16,1,92,638,557.0,6
0,1,0,1,1,428,4.4,8,1,47,648,380.0,6
0,1,0,2,40,478,4.7,36,2,244,638,399.0,9
1,0,0,2,13,85,4.9,13,2,244,744,390.0,5
1,0,0,1,65,77,5.0,3,1,71,733,51.0,13
0,1,0,1,1,385,4.2,19,1,35,648,476.0,8
1,0,0,1,1,91,5.0,2,1,7,402,716.0,9
0,1,0,1,1,334,4.6,78,1,47,638,1545.0,10
0,1,0,1,1,442,4.5,15,1,34,614,236.0,3
0,1,0,1,7,493,4.1,4,1,23,744,1783.0,9
1,0,0,1,1,93,3.4,16,1,82,402,413.0,6
0,1,0,3,6,43,4.4,95,3,1183,1036,166.42,4
1,0,0,1,3,93,5.0,11,1,119,670,854.0,4
0,1,0,1,1,60,4.0,1,1,244,744,479.0,6
0,0,1,5,6,6,4.5,11,5,145,638,472.0,4
1,0,0,1,1,13,4.0,2,1,71,733,894.0,3
0,1,0,1,1,435,5.0,1,1,13,1036,150.0,7
0,1,0,1,2,49,4.7,43,1,84,732,350.0,8
1,0,0,1,1,58,5.0,2,1,48,402,838.59,3
1,0,0,3,3,42,3.3,5,3,92,638,539.13,4
0,1,0,2,2,486,4.2,114,2,1183,1036,210.0,5
0,1,0,1,3,380,4.5,79,1,325,878,230.0,6
0,1,0,1,2,486,4.1,27,1,22,732,299.0,8
0,1,0,1,1,366,4.4,23,1,82,733,275.0,3
0,1,0,1,1,478,5.0,5,1,1,402,650.0,14
